id_reg,ts,nin_id,aldea,chakra,rango,status,desc
ANBU-1505,2025-02-06 11:51:00,Choji,Suna,4901.11,S,Sospechoso,Enemigo a la vista
ANBU-1506,2025-02-05 14:21:00,Choji,Konoha,2595.57,C,Fallo,Escolta de persona VIP
ANBU-1507,2025-02-06 15:25:00,Gaara,Suna,733.31,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1508,2025-02-04 05:16:00,Gaara,Kiri,3450.19,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1509,2025-02-01 19:05:00,Sasuke,Iwa,5047.9,A,En curso,Movimiento sospechoso detectado
ANBU-1510,2025-02-03 13:18:00,Sasuke,Suna,6343.05,C,En curso,Enemigo a la vista
ANBU-1511,2025-02-05 04:42:00,Ino,Kumo,4019.84,C,En curso,Movimiento sospechoso detectado
ANBU-1512,2025-02-03 21:07:00,Temari,Amegakure,7858.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1513,2025-02-01 12:19:00,Temari,Iwa,2033.16,A,En curso,Misión de reconocimiento en fronteras
ANBU-1514,2025-02-06 19:52:00,Choji,Iwa,7530.33,C,Sospechoso,Patrulla rutinaria
ANBU-1515,2025-02-04 01:49:00,Choji,Amegakure,7372.0,S,Sospechoso,Infiltrado de la Lluvia detectado
ANBU-1516,2025-02-01 06:22:00,Gaara,Kiri,6726.67,D,En curso,Escolta de persona VIP
ANBU-1517,2025-02-05 06:29:00,Gaara,Konoha,3205.15,D,Sospechoso,Posible espía detectado
ANBU-1518,2025-02-02 04:38:00,Sasuke, Konoha,4306.07,D,Fallo,Sustitución de guardias
ANBU-1519,2025-02-04 05:31:00,Naruto,Amegakure,,D,Fallo,Posible espía detectado
ANBU-1520,2025-02-06 22:00:00,Sasuke,Kumo,1206.87,C,Éxito,Escolta de persona VIP
ANBU-1521,2025-02-05 13:26:00,Sasuke,Kumo,1197.47,B,Fallo,Posible espía detectado
ANBU-1522,2025-02-05 19:53:00,Kankuro,Konoha,3019.86,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1523,2025-02-06 21:18:00,Kankuro,Iwa,1493.03,A,Fallo,Escolta de persona VIP
ANBU-1524,2025-02-02 13:03:00,Temari,Suna ,5007.16,S,En curso,Movimiento sospechoso detectado
ANBU-1525,2025-02-04 21:10:00,Gaara,Iwa,,D,Sospechoso,Posible espía detectado
ANBU-1526,2025-02-06 05:09:00,Choji,Kumo,1487.12,A,Éxito,Posible espía detectado
ANBU-1527,2025-02-02 12:00:00,Ino,Kumo,2435.07,S,En curso,Recuperación de pergamino secreto
ANBU-1528,2025-02-06 18:26:00,Ino,Kumo,6651.09,S,En curso,Misión de reconocimiento en fronteras
ANBU-1529,2025-02-05 06:52:00,Ino,Konoha,4176.63,A,Éxito,Patrulla rutinaria
ANBU-1530,2025-02-04 13:45:00,Temari,Iwa,7762.98,A,En curso,Movimiento sospechoso detectado
ANBU-1531,2025-02-05 10:03:00,Choji, Konoha,1495.16,S,Fallo,Vigilancia de puesto avanzado
ANBU-1532,2025-02-04 10:49:00,,Kiri,7739.05,S,En curso,Posible espía detectado
ANBU-1533,2025-02-04 20:45:00,Gaara,KONOHA ,1419.55,D,Éxito,Patrulla rutinaria
ANBU-1534,2025-02-01 10:50:00,Shikamaru,Kumo,5720.54,C,En curso,Posible espía detectado
ANBU-1535,2025-02-02 08:29:00,Kakashi,KONOHA ,4511.22,B,Sospechoso,Movimiento sospechoso detectado
ANBU-1536,2025-02-05 04:16:00,Gaara,KONOHA ,7739.93,D,En curso,Posible espía detectado
ANBU-1537,2025-02-01 01:30:00,Sakura,Suna,3261.77,A,Sospechoso,Posible espía detectado
ANBU-1538,2025-02-05 15:44:00,Kakashi,Konoha,2320.12,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-1539,2025-02-04 20:18:00,Kankuro,Iwa,4678.9,D,Fallo,Posible espía detectado
ANBU-1540,2025-02-01 21:07:00,Choji,Iwa,1872.0,C,Fallo,Escolta de persona VIP
ANBU-1541,2025-02-04 21:14:00,Sakura,Kiri,1426.04,D,Fallo,Posible espía detectado
ANBU-1542,2025-02-05 10:30:00,,Kiri,5823.19,A,Éxito,Patrulla rutinaria
ANBU-1543,2025-02-03 02:01:00,Ino,Kiri,,C,Éxito,Escolta de persona VIP
ANBU-1544,2025-02-01 05:25:00,Ino,Kumo,3994.03,C,En curso,Enemigo a la vista
ANBU-1545,2025-02-05 03:39:00,Temari,Iwa,7002.23,A,Éxito,Recuperación de pergamino secreto
ANBU-1546,2025-02-01 03:55:00,Sasuke,Kiri,974.86,D,Éxito,Posible espía detectado
ANBU-1547,2025-02-03 18:26:00,Kankuro,Amegakure,2801.67,C,En curso,Posible espía detectado
ANBU-1548,2025-02-05 18:31:00,Ino,Amegakure,7319.99,A,Éxito,Posible espía detectado
ANBU-1549,2025-02-04 14:55:00,Shikamaru,Konoha,6256.98,D,Sospechoso,Sustitución de guardias
ANBU-1550,2025-02-02 18:46:00,Temari,Suna,792.38,C,Fallo,Vigilancia de puesto avanzado
ANBU-1551,2025-02-01 07:36:00,Sakura,Kumo,1945.09,B,En curso,Recuperación de pergamino secreto
ANBU-1552,2025-02-01 21:51:00,Sakura,Suna ,587.63,B,Sospechoso,Enemigo a la vista
ANBU-1553,2025-02-04 05:20:00,Ino,Konoha,3571.15,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1554,2025-02-04 21:07:00,Gaara,Kiri,853.79,S,Sospechoso,Posible espía detectado
ANBU-1555,2025-02-02 07:57:00,Naruto,amegakure,1774.55,B,Fallo,Recuperación de pergamino secreto
ANBU-1556,2025-02-02 03:36:00,Ino,Kiri,558.61,A,Fallo,Vigilancia de puesto avanzado
ANBU-1557,2025-02-01 01:14:00,Kankuro,amegakure,4203.91,A,Éxito,Escolta de persona VIP
ANBU-1558,2025-02-02 12:10:00,Ino,Amegakure,6364.13,A,Sospechoso,Recuperación de pergamino secreto
ANBU-1559,2025-02-01 19:26:00,Kankuro,Kumo,3015.95,A,Sospechoso,Recuperación de pergamino secreto
ANBU-1560,2025-02-03 08:44:00,Kankuro,amegakure,6452.27,C,Fallo,Vigilancia de puesto avanzado
ANBU-1561,2025-02-06 03:53:00,Naruto,Suna,5508.74,S,Sospechoso,Recuperación de pergamino secreto
ANBU-1562,2025-02-03 13:44:00,Gaara,Kumo,6371.73,B,En curso,Posible espía detectado
ANBU-1563,2025-02-01 20:18:00,Gaara,Iwa,4765.06,C,En curso,Recuperación de pergamino secreto
ANBU-1564,2025-02-04 16:46:00,Sakura,Iwa,4519.16,B,Fallo,Recuperación de pergamino secreto
ANBU-1565,2025-02-03 06:56:00,Sakura, suna,3113.32,D,Éxito,Posible espía detectado
ANBU-1566,2025-02-04 08:07:00,Ino,Amegakure,7152.66,A,Éxito,Posible espía detectado
ANBU-1567,2025-02-04 23:59:00,Temari,Amegakure,6680.21,C,Fallo,Recuperación de pergamino secreto
ANBU-1568,2025-02-06 00:59:00,Shikamaru, suna,574.06,A,En curso,Patrulla rutinaria
ANBU-1569,2025-02-06 14:36:00,Kankuro,Iwa,7406.05,A,Fallo,Movimiento sospechoso detectado
ANBU-1570,2025-02-04 09:20:00,,Kiri,4511.07,A,Éxito,Posible espía detectado
ANBU-1571,2025-02-05 18:46:00,Naruto, Lluvia,774.76,B,Fallo,Enemigo a la vista
ANBU-1572,2025-02-06 11:08:00,Choji,Kiri,5281.34,C,Éxito,Posible espía detectado
ANBU-1573,2025-02-02 12:37:00,Temari,Kiri,3154.79,S,Fallo,Vigilancia de puesto avanzado
ANBU-1574,2025-02-06 23:38:00,Ino,Amegakure,4976.87,C,Sospechoso,Escolta de persona VIP
ANBU-1575,2025-02-05 16:47:00,Shikamaru,Iwa,5923.83,B,Sospechoso,Escolta de persona VIP
ANBU-1576,2025-02-01 21:50:00,Choji,Konoha,959.05,C,En curso,Recuperación de pergamino secreto
ANBU-1577,2025-02-02 12:02:00,Sakura,Konoha,2163.19,A,En curso,Recuperación de pergamino secreto
ANBU-1578,2025-02-04 01:28:00,Shikamaru, Lluvia,633.71,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-1579,2025-02-02 05:48:00,Kakashi,Amegakure,6622.32,D,Sospechoso,Patrulla rutinaria
ANBU-1580,2025-02-04 19:03:00,Gaara,Konoha,4891.78,S,En curso,Posible espía detectado
ANBU-1581,2025-02-04 10:38:00,Kankuro,Kiri,1480.99,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1582,2025-02-01 16:42:00,Naruto,KONOHA ,1370.14,A,En curso,Enemigo a la vista
ANBU-1583,2025-02-05 15:30:00,Shikamaru,Kiri,6092.89,S,En curso,Misión de reconocimiento en fronteras
ANBU-1584,2025-02-05 10:55:00,Kankuro,Kiri,2686.84,C,Éxito,Sustitución de guardias
ANBU-1585,2025-02-06 12:49:00,Gaara,Kumo,4018.59,A,Éxito,Enemigo a la vista
ANBU-1586,2025-02-06 13:37:00,Shikamaru,Konoha,2297.4,S,Sospechoso,Posible espía detectado
ANBU-1587,2025-02-04 06:37:00,Ino,Suna,6524.1,A,Fallo,Recuperación de pergamino secreto
ANBU-1588,2025-02-02 14:27:00,Sakura,Konoha,3578.55,S,Fallo,Enemigo a la vista
ANBU-1589,2025-02-03 23:58:00,Kankuro,Konoha,2072.37,B,En curso,Escolta de persona VIP
ANBU-1590,2025-02-01 13:05:00,Sasuke,Konoha,3826.34,S,Éxito,Patrulla rutinaria
ANBU-1591,2025-02-05 14:35:00,Shikamaru,KONOHA ,4942.16,C,Éxito,Patrulla rutinaria
ANBU-1592,2025-02-06 03:14:00,Ino,Suna,4325.65,S,En curso,Sustitución de guardias
ANBU-1593,2025-02-01 15:29:00,Temari,Amegakure,5505.34,S,Sospechoso,Patrulla rutinaria
ANBU-1594,2025-02-05 19:11:00,Choji,Amegakure,7251.0,S,Fallo,Infiltrado de la Lluvia detectado
ANBU-1595,2025-02-06 20:06:00,Temari,Kiri,7808.14,C,Fallo,Escolta de persona VIP
ANBU-1596,2025-02-04 04:48:00,,Kiri,2271.06,B,En curso,Posible espía detectado
ANBU-1597,2025-02-03 00:11:00,Choji,Iwa,4497.44,A,Sospechoso,Posible espía detectado
ANBU-1598,2025-02-05 04:13:00,Choji,Kiri,5759.66,S,Fallo,Vigilancia de puesto avanzado
ANBU-1599,2025-02-01 10:46:00,Kakashi,Kiri,6884.42,S,Éxito,Vigilancia de puesto avanzado
ANBU-1600,2025-02-05 05:52:00,Temari,Iwa,3838.29,B,Éxito,Movimiento sospechoso detectado
ANBU-1601,2025-02-04 19:54:00,Sasuke,Kiri,770.57,C,Fallo,Vigilancia de puesto avanzado
ANBU-1602,2025-02-03 11:05:00,Ino,Kumo,511.23,A,Éxito,Escolta de persona VIP
ANBU-1603,2025-02-02 01:05:00,Choji,Iwa,6692.51,C,En curso,Movimiento sospechoso detectado
ANBU-1604,2025-02-06 20:40:00,Choji,Amegakure,3736.59,S,Fallo,Vigilancia de puesto avanzado
ANBU-1605,2025-02-06 03:06:00,Naruto,Suna,1236.9,B,Sospechoso,Movimiento sospechoso detectado
ANBU-1606,2025-02-05 00:35:00,Sasuke,SUNA,6281.55,A,Fallo,Movimiento sospechoso detectado
ANBU-1607,2025-02-05 11:37:00,Shikamaru,Iwa,4571.32,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1608,2025-02-02 08:08:00,Choji,Suna,6163.15,B,Éxito,Vigilancia de puesto avanzado
ANBU-1609,2025-02-01 06:34:00,Sasuke,Iwa,3049.12,B,Sospechoso,Escolta de persona VIP
ANBU-1610,2025-02-02 18:31:00,Temari,Iwa,1373.57,C,En curso,Escolta de persona VIP
ANBU-1611,2025-02-02 06:14:00,Choji,Kumo,,D,Sospechoso,Movimiento sospechoso detectado
ANBU-1612,2025-02-03 03:18:00,Kakashi,Iwa,626.32,A,Sospechoso,Patrulla rutinaria
ANBU-1613,2025-02-02 15:46:00,Shikamaru,Konoha,7483.69,D,Sospechoso,Movimiento sospechoso detectado
ANBU-1614,2025-02-02 16:17:00,Shikamaru,Kumo,4840.92,A,En curso,Movimiento sospechoso detectado
ANBU-1615,2025-02-06 22:38:00,Choji,Kiri,1360.35,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1616,2025-02-01 11:20:00,Naruto,Kiri,6862.72,A,En curso,Recuperación de pergamino secreto
ANBU-1617,2025-02-06 19:10:00,Choji, Konoha,1988.53,S,Éxito,Vigilancia de puesto avanzado
ANBU-1618,2025-02-01 15:21:00,,Kiri,,C,Fallo,Sustitución de guardias
ANBU-1619,2025-02-06 13:06:00,Naruto,Kiri,7459.96,B,En curso,Sustitución de guardias
ANBU-1620,2025-02-03 08:03:00,Temari,konoha,2392.42,B,Fallo,Vigilancia de puesto avanzado
ANBU-1621,2025-02-02 10:12:00,Choji,Kumo,7698.31,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1622,2025-02-04 02:19:00,Choji,SUNA,2203.58,D,Fallo,Enemigo a la vista
ANBU-1623,2025-02-04 11:43:00,Shikamaru,Suna,6280.04,B,Éxito,Escolta de persona VIP
ANBU-1624,2025-02-01 01:52:00,Kankuro,Kumo,7746.74,A,Éxito,Enemigo a la vista
ANBU-1625,2025-02-02 00:06:00,Sakura,Kumo,,S,En curso,Misión de reconocimiento en fronteras
ANBU-1626,2025-02-01 00:20:00,Shikamaru,amegakure,859.88,C,Fallo,Movimiento sospechoso detectado
ANBU-1627,2025-02-03 18:43:00,Temari,Konoha,2717.46,D,Fallo,Posible espía detectado
ANBU-1628,2025-02-02 10:57:00,Sakura,Amegakure,2115.95,B,Éxito,Movimiento sospechoso detectado
ANBU-1629,2025-02-06 21:39:00,Shikamaru,Amegakure,7159.0,S,Éxito,Infiltrado de la Lluvia detectado
ANBU-1630,2025-02-06 04:35:00,,Kiri,3136.03,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1631,2025-02-02 07:36:00,Kakashi,Suna,4796.2,D,Éxito,Vigilancia de puesto avanzado
ANBU-1632,2025-02-03 10:21:00,Kankuro,Iwa,2185.18,S,Fallo,Patrulla rutinaria
ANBU-1633,2025-02-01 11:54:00,Choji,Konoha,5862.8,C,Fallo,Enemigo a la vista
ANBU-1634,2025-02-02 05:14:00,Kankuro,Kumo,7837.67,C,Éxito,Enemigo a la vista
ANBU-1635,2025-02-04 03:01:00,Kankuro,Kumo,3633.05,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1636,2025-02-06 09:31:00,Temari,Iwa,,A,En curso,Patrulla rutinaria
ANBU-1637,2025-02-02 23:06:00,,Kiri,7905.62,B,Fallo,Misión de reconocimiento en fronteras
ANBU-1638,2025-02-04 07:53:00,Shikamaru,Iwa,4967.3,B,Fallo,Posible espía detectado
ANBU-1639,2025-02-03 13:55:00,Kakashi,Kumo,1122.77,B,En curso,Movimiento sospechoso detectado
ANBU-1640,2025-02-02 20:02:00,Gaara,Suna,4513.3,B,Éxito,Recuperación de pergamino secreto
ANBU-1641,2025-02-01 18:04:00,Ino,Iwa,0.0,S,Sospechoso,Sustitución de guardias
ANBU-1642,2025-02-04 05:15:00,Choji,Suna,2170.32,S,En curso,Escolta de persona VIP
ANBU-1643,2025-02-04 04:13:00,Choji,Amegakure,7664.27,D,Fallo,Escolta de persona VIP
ANBU-1644,2025-02-03 09:37:00,Ino,Kiri,6171.34,A,Sospechoso,Vigilancia de puesto avanzado
ANBU-1645,2025-02-02 15:18:00,Naruto,Amegakure,3199.0,A,En curso,Recuperación de pergamino secreto
ANBU-1646,2025-02-02 06:30:00,Gaara,Iwa,3939.52,D,En curso,Patrulla rutinaria
ANBU-1647,2025-02-06 10:04:00,Ino,Kiri,7010.88,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-1648,2025-02-05 00:59:00,Shikamaru,Amegakure,4544.2,C,Fallo,Enemigo a la vista
ANBU-1649,2025-02-01 03:07:00,Sasuke,Iwa,3137.74,A,En curso,Vigilancia de puesto avanzado
ANBU-1650,2025-02-06 19:28:00,Sakura,Konoha,3867.64,D,Éxito,Patrulla rutinaria
ANBU-1651,2025-02-06 13:34:00,Kakashi,Iwa,5264.4,D,Fallo,Recuperación de pergamino secreto
ANBU-1652,2025-02-03 06:20:00,Sakura,SUNA,6136.65,S,Éxito,Recuperación de pergamino secreto
ANBU-1653,2025-02-02 07:11:00,Sasuke,Suna ,7458.64,C,En curso,Misión de reconocimiento en fronteras
ANBU-1654,2025-02-03 00:03:00,Ino,Amegakure,6155.12,S,Éxito,Recuperación de pergamino secreto
ANBU-1655,2025-02-06 17:45:00,,Kiri,4705.6,S,En curso,Recuperación de pergamino secreto
ANBU-1656,2025-02-06 16:25:00,Kakashi,Amegakure,7405.73,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1657,2025-02-03 07:03:00,Gaara,Suna,6126.07,S,En curso,Enemigo a la vista
ANBU-1658,2025-02-02 00:38:00,Sasuke,Kiri,4223.62,A,En curso,Recuperación de pergamino secreto
ANBU-1659,2025-02-01 22:31:00,Kankuro,Kumo,,D,Éxito,Patrulla rutinaria
ANBU-1660,2025-02-03 21:49:00,Gaara,Suna,4840.53,B,Sospechoso,Posible espía detectado
ANBU-1661,2025-02-05 04:05:00,Choji,Kumo,999999.0,C,Sospechoso,Patrulla rutinaria
ANBU-1662,2025-02-03 13:02:00,Kakashi,Amegakure,2173.6,S,Fallo,Vigilancia de puesto avanzado
ANBU-1663,2025-02-02 01:54:00,Choji,Amegakure,2172.27,B,En curso,Vigilancia de puesto avanzado
ANBU-1664,2025-02-01 05:18:00,Kakashi,Kumo,5569.53,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-1665,2025-02-05 00:00:00,Kankuro,Amegakure,7370.24,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1666,2025-02-04 09:22:00,,Kiri,6829.58,B,Fallo,Patrulla rutinaria
ANBU-1667,2025-02-01 01:06:00,Kankuro,Konoha,7060.02,S,Sospechoso,Recuperación de pergamino secreto
ANBU-1668,2025-02-05 02:44:00,Ino,Iwa,6945.73,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1669,2025-02-05 14:26:00,Sasuke,Suna ,7188.03,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1670,2025-02-01 10:55:00,Shikamaru,Suna,4080.51,C,Fallo,Patrulla rutinaria
ANBU-1671,2025-02-06 01:18:00,Temari,Iwa,3255.0,C,Éxito,Movimiento sospechoso detectado
ANBU-1672,2025-02-02 06:24:00,Naruto,Kiri,,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1673,2025-02-06 21:24:00,Shikamaru,Kumo,-100.0,A,En curso,Posible espía detectado
ANBU-1674,2025-02-05 02:25:00,Kakashi,Amegakure,786.23,B,En curso,Patrulla rutinaria
ANBU-1675,2025-02-04 07:15:00,Choji,Kiri,1959.62,A,Éxito,Escolta de persona VIP
ANBU-1676,2025-02-05 12:04:00,Gaara,Iwa,4381.95,S,Fallo,Vigilancia de puesto avanzado
ANBU-1677,2025-02-03 07:34:00,Kakashi,Suna,2517.01,S,Sospechoso,Patrulla rutinaria
ANBU-1678,2025-02-05 12:22:00,Ino,Suna,2859.32,A,Fallo,Recuperación de pergamino secreto
ANBU-1679,2025-02-01 23:01:00,Naruto, Lluvia,4906.88,S,Sospechoso,Escolta de persona VIP
ANBU-1680,2025-02-04 06:44:00,Kankuro,Konoha,4500.72,D,Sospechoso,Enemigo a la vista
ANBU-1681,2025-02-01 07:46:00,Sakura,Konoha,,A,Éxito,Recuperación de pergamino secreto
ANBU-1682,2025-02-04 16:27:00,Sakura,Amegakure,3072.55,D,Éxito,Vigilancia de puesto avanzado
ANBU-1683,2025-02-04 03:51:00,Naruto,Amegakure,7489.0,S,Fallo,Infiltrado de la Lluvia detectado
ANBU-1684,2025-02-04 08:05:00,Shikamaru,Kumo,3655.27,B,Fallo,Vigilancia de puesto avanzado
ANBU-1685,2025-02-03 07:18:00,Gaara,Iwa,1746.29,S,En curso,Misión de reconocimiento en fronteras
ANBU-1686,2025-02-03 07:03:00,Ino,Iwa,6663.33,A,Fallo,Misión de reconocimiento en fronteras
ANBU-1687,2025-02-04 22:57:00,Kakashi,Konoha,6395.31,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1688,2025-02-02 16:45:00,Gaara,Kiri,2074.28,B,Fallo,Misión de reconocimiento en fronteras
ANBU-1689,2025-02-02 15:05:00,Shikamaru,Iwa,0.0,S,Éxito,Movimiento sospechoso detectado
ANBU-1690,2025-02-04 05:35:00,Temari,Amegakure,1180.14,B,Sospechoso,Posible espía detectado
ANBU-1691,2025-02-04 19:05:00,Naruto,Iwa,1340.23,B,Sospechoso,Movimiento sospechoso detectado
ANBU-1692,2025-02-04 02:57:00,Choji,Iwa,6377.49,A,En curso,Movimiento sospechoso detectado
ANBU-1693,2025-02-06 08:47:00,Gaara,Konoha,2695.02,A,Éxito,Enemigo a la vista
ANBU-1694,2025-02-01 11:39:00,Temari,Kiri,4229.59,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1695,2025-02-01 15:24:00,Choji,Kumo,5254.7,B,En curso,Vigilancia de puesto avanzado
ANBU-1696,2025-02-03 13:04:00,Ino,Kiri,3151.21,C,En curso,Recuperación de pergamino secreto
ANBU-1697,2025-02-03 10:12:00,Sakura,Kiri,6268.59,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1698,2025-02-05 22:50:00,Choji, suna,5801.52,C,Éxito,Vigilancia de puesto avanzado
ANBU-1699,2025-02-03 07:28:00,Sasuke,Iwa,,S,En curso,Enemigo a la vista
ANBU-1700,2025-02-01 04:17:00,Naruto,Kiri,1223.77,C,En curso,Vigilancia de puesto avanzado
ANBU-1701,2025-02-05 10:26:00,Kakashi,Amegakure,1699.59,B,Sospechoso,Vigilancia de puesto avanzado
ANBU-1702,2025-02-03 21:56:00,Shikamaru,Suna,3884.47,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1703,2025-02-03 12:20:00,Ino,Kumo,5552.18,S,Sospechoso,Patrulla rutinaria
ANBU-1704,2025-02-04 05:49:00,Naruto,Konoha_,2192.62,C,En curso,Vigilancia de puesto avanzado
ANBU-1705,2025-02-03 07:22:00,Ino,Kumo,5824.81,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1706,2025-02-05 00:48:00,Temari,Suna,7954.05,D,Sospechoso,Sustitución de guardias
ANBU-1707,2025-02-05 09:04:00,Temari, Lluvia,3554.81,C,Fallo,Posible espía detectado
ANBU-1708,2025-02-03 02:29:00,Shikamaru,konoha,,C,Éxito,Escolta de persona VIP
ANBU-1709,2025-02-05 05:04:00,Choji,Kumo,7343.19,D,En curso,Patrulla rutinaria
ANBU-1710,2025-02-06 16:44:00,Naruto,Kumo,6674.09,C,Sospechoso,Escolta de persona VIP
ANBU-1711,2025-02-02 15:24:00,Gaara,Kumo,7847.07,B,Sospechoso,Posible espía detectado
ANBU-1712,2025-02-05 07:51:00,Kakashi,Amegakure,5143.25,B,Sospechoso,Patrulla rutinaria
ANBU-1713,2025-02-04 15:55:00,Kakashi,Iwa,2154.81,S,Fallo,Movimiento sospechoso detectado
ANBU-1714,2025-02-05 03:35:00,Kankuro,Iwa,4962.46,B,Fallo,Escolta de persona VIP
ANBU-1715,2025-02-02 19:07:00,Choji,Kumo,4552.91,D,Fallo,Posible espía detectado
ANBU-1716,2025-02-04 06:20:00,Naruto,Kumo,-100.0,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1717,2025-02-05 14:04:00,Temari,Suna ,5649.99,B,En curso,Movimiento sospechoso detectado
ANBU-1718,2025-02-03 10:10:00,Naruto,Iwa,4451.25,B,Fallo,Escolta de persona VIP
ANBU-1719,2025-02-06 20:24:00,Sakura,Kumo,5690.3,S,Éxito,Enemigo a la vista
ANBU-1720,2025-02-05 04:43:00,Choji,Konoha,3716.23,B,Fallo,Posible espía detectado
ANBU-1721,2025-02-06 11:03:00,Naruto,Amegakure,6675.49,S,Éxito,Recuperación de pergamino secreto
ANBU-1722,2025-02-06 22:56:00,Naruto,Kumo,3621.88,D,Éxito,Posible espía detectado
ANBU-1723,2025-02-06 13:10:00,Sakura,Kiri,2030.97,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1724,2025-02-01 13:24:00,Temari,Iwa,7585.09,A,Sospechoso,Patrulla rutinaria
ANBU-1725,2025-02-04 09:01:00,Gaara,konoha,1620.93,B,Fallo,Movimiento sospechoso detectado
ANBU-1726,2025-02-03 09:44:00,Ino,Amegakure,1688.36,B,Éxito,Sustitución de guardias
ANBU-1727,2025-02-06 15:19:00,Sasuke,Amegakure,5014.72,B,Éxito,Vigilancia de puesto avanzado
ANBU-1728,2025-02-04 00:19:00,Kakashi,Suna,7580.38,D,Sospechoso,Posible espía detectado
ANBU-1729,2025-02-04 06:20:00,Kakashi,Kiri,4883.85,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1730,2025-02-04 07:43:00,Choji,Kumo,1534.36,C,En curso,Posible espía detectado
ANBU-1731,2025-02-06 09:02:00,Kakashi,Amegakure,3877.85,S,En curso,Recuperación de pergamino secreto
ANBU-1732,2025-02-01 06:07:00,Choji,Kiri,3932.68,A,Sospechoso,Recuperación de pergamino secreto
ANBU-1733,2025-02-06 03:49:00,Kankuro,Kumo,1958.92,C,Sospechoso,Enemigo a la vista
ANBU-1734,2025-02-06 18:15:00,Kankuro,Iwa,4572.28,C,Éxito,Misión de reconocimiento en fronteras
ANBU-1735,2025-02-06 12:48:00,Ino,Kumo,6816.9,A,Sospechoso,Vigilancia de puesto avanzado
ANBU-1736,2025-02-06 03:17:00,Kakashi,Kiri,5877.09,A,Fallo,Vigilancia de puesto avanzado
ANBU-1737,2025-02-01 12:42:00,Kankuro,Iwa,866.06,C,En curso,Enemigo a la vista
ANBU-1738,2025-02-05 02:57:00,Shikamaru,Iwa,7773.71,S,Fallo,Enemigo a la vista
ANBU-1739,2025-02-03 22:12:00,Choji,Kumo,4461.54,B,Éxito,Recuperación de pergamino secreto
ANBU-1740,2025-02-04 22:48:00,Shikamaru,Kiri,5445.7,C,Fallo,Misión de reconocimiento en fronteras
ANBU-1741,2025-02-02 21:07:00,Choji,Konoha,1350.14,B,Fallo,Movimiento sospechoso detectado
ANBU-1742,2025-02-01 07:55:00,Shikamaru,amegakure,7854.29,B,Fallo,Escolta de persona VIP
ANBU-1743,2025-02-03 14:36:00,Kankuro,Kumo,4858.2,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1744,2025-02-03 06:53:00,Sakura,KONOHA ,6333.79,B,Fallo,Sustitución de guardias
ANBU-1745,2025-02-01 11:29:00,Kankuro,Konoha,6399.05,B,Fallo,Vigilancia de puesto avanzado
ANBU-1746,2025-02-02 15:58:00,Choji,Amegakure,6422.52,B,Sospechoso,Escolta de persona VIP
ANBU-1747,2025-02-01 02:49:00,Gaara,Iwa,2004.98,S,En curso,Patrulla rutinaria
ANBU-1748,2025-02-01 06:50:00,Sakura,Suna,6707.55,B,Fallo,Vigilancia de puesto avanzado
ANBU-1749,2025-02-06 17:57:00,Sasuke,Iwa,2760.31,S,Fallo,Movimiento sospechoso detectado
ANBU-1750,2025-02-03 02:57:00,Sakura,Konoha_,3117.72,S,Fallo,Movimiento sospechoso detectado
ANBU-1751,2025-02-02 18:01:00,Choji,Konoha,6620.5,S,Fallo,Posible espía detectado
ANBU-1752,2025-02-04 20:14:00,Shikamaru,Konoha,6968.02,A,Éxito,Misión de reconocimiento en fronteras
ANBU-1753,2025-02-04 19:45:00,Sakura,Kumo,3699.0,A,En curso,Sustitución de guardias
ANBU-1754,2025-02-01 21:17:00,Naruto,Kiri,3948.03,A,En curso,Escolta de persona VIP
