id,fecha,producto,precio,cantidad
6155,16/09/2023,Kunai Hierro,641.16,6
6156,12-12-2023,Kunai Hierro,340.21,7
6157,08-25-2023,Shuriken,600.11,4
6158,Ayer,Boken Entrenamiento,743.64,1
6159,11-06-2023,Katana Acero,27.88,5
6160,23/02/2023,Nodachi Elite,ERR,2
6161,11-28-2023,Kunai Hierro,770.4,10
6162,Ayer,Tanto Madera,864.28,3
6162,Ayer,Tanto Madera,864.28,3
6163,2023-02-06,Nodachi Elite,618.94,7
6164,Ayer,Nodachi Elite,1042.37,-1
6165,18/02/2023,Shuriken,1471.45,10
6166,20/02/2023,Shuriken,265.96,4
6167,Ayer,Nodachi Elite,ERR,9
6168,04-06-2023,  Tanto Madera  ,1373.21,5
6169,04-25-2023,Tanto Madera,165.51,3
6170,06-17-2023,Shuriken,1324.08,7
6171,16/08/2023,Kunai Hierro,269.68,9
6172,12/01/2023,Shuriken,1366.31,6
6173,06-27-2023,Boken Entrenamiento,1190.72,9
6174,2023-08-21,kunai hierro,623.74,10
6175,16/07/2023,Katana Acero,551.09,8
6176,06-12-2023,Tanto Madera,60.17,3
6177,Ayer,Shuriken,764.18,10
6178,Ayer,Nodachi Elite,970.81,9
6179,Ayer,Katana Acero,1411.63,2
6180,12/09/2023,shuriken,320.35,8
6181,02-05-2023,  Shuriken  ,1069.87,6
6182,Ayer,Katana Acero,301.31,4
6183,09-16-2023,Boken Entrenamiento,1276.11,6
6184,2023-04-26,Shuriken,1397.57,4
6185,Ayer,Tanto Madera,644.63,10
6186,Ayer,  Kunai Hierro  ,1206.04,6
6187,09/06/2023,  Tanto Madera  ,957.02,10
6188,12/11/2023,Tanto Madera,368.95,8
6189,2023-07-15,Kunai Hierro,751.61,9
6190,02-11-2023,tanto madera,506.01,8
6191,01-17-2023,Nodachi Elite,660.15,9
6192,10-09-2023,Tanto Madera,1374.41,8
6193,2023-04-12,  Shuriken  ,820.52,7
6194,Hace 2 dias,Tanto Madera,,3
6195,Hace 2 dias,Kunai Hierro,855.6,5
6196,Ayer,Katana Acero,635.38,5
6197,Hace 2 dias,Boken Entrenamiento,194.36,8
6198,05-07-2023,Nodachi Elite,1407.84,3
6199,Ayer,Boken Entrenamiento,371.72,8
6200,08/08/2023,Kunai Hierro,1409.73,8
6201,Hace 2 dias,Boken Entrenamiento,1383.53,3
6202,2023-11-17,Nodachi Elite,1297.08,8
6203,02-05-2023,Nodachi Elite,16.65,10
6204,2023-07-12,Nodachi Elite,1422.76,1
6205,11-19-2023,Boken Entrenamiento,262.94,6
6206,2023-09-08,Kunai Hierro,1250.55,1
6207,2023-09-16,Shuriken,411.08,4
6208,06/05/2023,Tanto Madera,1497.91,8
6209,Hace 2 dias,Katana Acero,468.3,4
6210,Ayer,katana acero,441.99,1
6211,Hace 2 dias,Boken Entrenamiento,1277.97,6
6212,11-24-2023,  Katana Acero  ,1477.87,9
6213,05-21-2023,Katana Acero,1235.92,7
6214,Hace 2 dias,Tanto Madera,939.63,4
6215,17/04/2023,Katana Acero,ERR,6
6216,Ayer,Katana Acero,1090.91,3
6217,16/07/2023,Shuriken,517.23,10
6218,04-04-2023,  Tanto Madera  ,1195.95,2
6219,09-08-2023,Tanto Madera,1378.08,4
6220,04-01-2023,Kunai Hierro,190.44,9
6221,Ayer,Shuriken,885.78,-1
6222,01-08-2023,  Tanto Madera  ,1180.57,10
6223,09-19-2023,Kunai Hierro,,8
6224,27/07/2023,Katana Acero,1239.38,8
6225,Hace 2 dias,Nodachi Elite,29.04,-1
6226,Hace 2 dias,Kunai Hierro,1079.27,1
6227,11-27-2023,Kunai Hierro,749.2,7
6228,26/03/2023,  Tanto Madera  ,ERR,4
6229,06/06/2023,Shuriken,265.42,10
6230,Ayer,Boken Entrenamiento,1464.24,10
6231,03/12/2023,Katana Acero,299.18,6
6232,Ayer,Boken Entrenamiento,ERR,1
6233,12-02-2023,Boken Entrenamiento,553.14,10
6234,06-26-2023,Katana Acero,1489.27,-1
6235,04/04/2023,Tanto Madera,608.94,8
6236,2023-12-10,Nodachi Elite,425.12,8
6237,Ayer,Kunai Hierro,1087.83,3
6238,2023-06-11,katana acero,899.37,7
6239,2023-08-01,  Nodachi Elite  ,830.33,3
6240,07-14-2023,Tanto Madera,801.32,3
6241,2023-02-12,  Nodachi Elite  ,316.42,6
6242,Ayer,Nodachi Elite,30.69,3
6243,11/02/2023,  Nodachi Elite  ,1352.05,-1
6244,23/10/2023,Boken Entrenamiento,ERR,10
6245,05-23-2023,Tanto Madera,1180.09,7
6246,10/09/2023,Boken Entrenamiento,567.99,8
6247,2023-01-17,Nodachi Elite,647.8,5
6248,Ayer,Katana Acero,1199.99,9
6249,2023-03-23,Boken Entrenamiento,1042.29,-1
6250,2023-03-18,Kunai Hierro,691.02,2
6251,17/01/2023,Tanto Madera,633.76,4
6252,Hace 2 dias,Katana Acero,1059.6,10
6253,2023-09-18,Tanto Madera,1284.69,8
6254,Ayer,Shuriken,ERR,6
6255,07/03/2023,Katana Acero,355.77,7
6256,Ayer,Tanto Madera,ERR,4
6257,01-21-2023,Boken Entrenamiento,640.32,2
6257,01-21-2023,Boken Entrenamiento,640.32,2
6258,05-24-2023,Boken Entrenamiento,727.05,1
6259,03/01/2023,Katana Acero,1166.23,9
6260,2023-04-05,shuriken,906.68,1
6261,Ayer,Kunai Hierro,998.46,4
6262,2023-07-22,Nodachi Elite,928.0,10
6263,01-02-2023,Shuriken,686.45,4
6264,2023-06-22,Tanto Madera,350.32,9
6265,Hace 2 dias,Boken Entrenamiento,1020.82,5
6266,2023-09-20,Tanto Madera,407.58,9
6267,28/03/2023,  Katana Acero  ,831.32,10
6268,08-28-2023,Nodachi Elite,888.49,7
6269,05-26-2023,Boken Entrenamiento,421.9,9
6270,04/01/2023,  Nodachi Elite  ,325.87,1
6271,01-31-2023,Katana Acero,1152.11,3
6272,Ayer,Shuriken,422.28,9
6273,2023-05-03,Boken Entrenamiento,389.01,1
6274,2023-01-06,Boken Entrenamiento,641.76,5
6275,Hace 2 dias,kunai hierro,1002.65,2
6276,2023-01-15,Shuriken,1269.91,4
6277,2023-03-30,Katana Acero,1200.84,4
6278,10/11/2023,Nodachi Elite,1189.71,10
6279,2023-02-19,Shuriken,1030.86,3
6280,2023-07-06,Kunai Hierro,572.5,7
6281,Hace 2 dias,Nodachi Elite,167.03,10
6282,09-09-2023,Katana Acero,848.52,10
6283,17/12/2023,Kunai Hierro,296.69,4
6284,2023-07-19,Shuriken,364.22,7
6285,2023-10-16,Katana Acero,,6
6286,Ayer,Nodachi Elite,260.41,7
6287,Hace 2 dias,Boken Entrenamiento,596.85,10
6288,2023-06-21,shuriken,20.86,1
6289,08/02/2023,Shuriken,1481.72,7
6290,2023-02-19,Tanto Madera,,-1
6291,25/02/2023,Nodachi Elite,1222.68,3
6292,Hace 2 dias,Shuriken,492.48,9
6293,Ayer,Katana Acero,167.7,10
6294,10-16-2023,Kunai Hierro,1387.12,10
6295,01-24-2023,Katana Acero,892.24,10
6296,Hace 2 dias,Tanto Madera,,6
6297,16/12/2023,Tanto Madera,1078.69,1
6298,Ayer,Boken Entrenamiento,647.85,6
6299,2023-08-09,Nodachi Elite,599.16,3
6300,Ayer,Katana Acero,1237.24,8
6301,Ayer,Tanto Madera,356.82,3
6302,28/03/2023,Tanto Madera,243.6,2
6302,28/03/2023,Tanto Madera,243.6,2
6303,01-27-2023,Nodachi Elite,395.35,5
6304,2023-07-30,Shuriken,1197.08,8
6305,Hace 2 dias,Kunai Hierro,ERR,10
6306,01-21-2023,Nodachi Elite,1395.38,6
6307,04-29-2023,  Tanto Madera  ,527.35,8
6308,15/03/2023,Boken Entrenamiento,1334.06,6
6309,04-06-2023,Katana Acero,1126.67,5
6310,03/01/2023,Boken Entrenamiento,429.28,2
6311,Ayer,Nodachi Elite,ERR,8
6312,13/04/2023,Tanto Madera,556.09,10
6313,08-07-2023,Katana Acero,706.77,8
6314,Ayer,Boken Entrenamiento,,5
6315,Hace 2 dias,Boken Entrenamiento,996.73,7
6315,Hace 2 dias,Boken Entrenamiento,996.73,7
6316,11-08-2023,Shuriken,1419.58,6
6317,Ayer,Boken Entrenamiento,1021.31,6
6318,Hace 2 dias,boken entrenamiento,1438.29,4
6318,Hace 2 dias,boken entrenamiento,1438.29,4
6319,Ayer,Nodachi Elite,851.92,10
6320,2023-07-06,Shuriken,511.28,2
6321,02-20-2023,Katana Acero,1077.88,6
6322,Ayer,  nodachi elite  ,835.92,2
6323,2023-04-12,Kunai Hierro,1287.81,7
6324,Ayer,boken entrenamiento,1106.62,10
6325,02-01-2023,Kunai Hierro,1025.47,1
6326,Ayer,Kunai Hierro,993.72,10
6327,03-13-2023,Shuriken,669.47,1
6328,02/02/2023,Boken Entrenamiento,1224.1,8
6329,Hace 2 dias,Boken Entrenamiento,1286.12,9
6330,Hace 2 dias,Katana Acero,228.18,9
6331,Hace 2 dias,  Nodachi Elite  ,546.62,2
6332,Ayer,Nodachi Elite,812.02,8
6333,Hace 2 dias,Tanto Madera,645.91,5
6333,Hace 2 dias,Tanto Madera,645.91,5
6334,07-11-2023,Tanto Madera,13.88,6
6335,09-06-2023,Katana Acero,128.59,10
6336,2023-09-02,Katana Acero,120.65,2
6337,2023-07-05,Shuriken,727.18,9
6338,Ayer,Boken Entrenamiento,718.5,6
6339,15/11/2023,Tanto Madera,1020.65,4
6340,04-29-2023,Boken Entrenamiento,189.93,1
6341,Ayer,Katana Acero,1284.34,7
6342,2023-11-26,  Kunai Hierro  ,1446.6,10
6343,Ayer,Shuriken,1116.09,4
6344,03-16-2023,Shuriken,553.82,2
6345,29/11/2023,Kunai Hierro,,2
6346,Hace 2 dias,Tanto Madera,1379.0,5
6347,2023-12-22,Shuriken,338.36,-1
6348,Ayer,Tanto Madera,218.41,9
6349,Ayer,Tanto Madera,174.72,4
6350,04/11/2023,Nodachi Elite,1019.69,5
6351,11-09-2023,Nodachi Elite,605.2,4
6352,02-20-2023,Katana Acero,1324.24,1
6353,08-18-2023,shuriken,1441.22,4
6354,08-13-2023,Boken Entrenamiento,1155.78,3
6355,04-03-2023,Shuriken,76.03,10
6356,2023-12-01,Nodachi Elite,700.05,2
6357,07-29-2023,Nodachi Elite,1321.23,5
6358,10-13-2023,Kunai Hierro,103.47,6
6359,2023-01-31,Boken Entrenamiento,978.78,1
6360,07/10/2023,Katana Acero,ERR,6
6361,06/03/2023,Tanto Madera,1012.49,10
6362,2023-01-29,Tanto Madera,337.93,4
6363,Hace 2 dias,Shuriken,241.38,8
6364,2023-08-31,Boken Entrenamiento,1396.78,2
6365,Ayer,Katana Acero,1162.88,3
6366,07/06/2023,Tanto Madera,1314.25,8
6367,01-08-2023,Boken Entrenamiento,,9
6368,2023-06-02,Kunai Hierro,768.39,3
6369,15/12/2023,Shuriken,339.04,7
6370,2023-06-29,Shuriken,57.92,9
6371,04-19-2023,Nodachi Elite,ERR,10
6372,07-17-2023,Nodachi Elite,1333.39,10
6373,Ayer,Shuriken,371.29,8
6374,Ayer,Tanto Madera,890.24,2
6375,Ayer,Shuriken,799.82,1
6376,Hace 2 dias,Tanto Madera,1082.86,1
6377,2023-04-18,Kunai Hierro,984.07,9
6378,2023-11-07,Shuriken,1251.35,4
6379,Ayer,Shuriken,1377.24,1
6380,Ayer,  Katana Acero  ,1480.48,8
6381,2023-06-08,Nodachi Elite,1023.64,9
6382,Hace 2 dias,Kunai Hierro,1128.96,1
6383,06-03-2023,Nodachi Elite,555.33,4
6384,25/11/2023,Shuriken,415.03,10
6385,27/10/2023,Katana Acero,119.4,7
6386,2023-05-05,Nodachi Elite,791.99,9
6387,2023-07-30,tanto madera,ERR,3
6388,10-10-2023,Shuriken,1101.57,9
6389,Ayer,Boken Entrenamiento,1364.1,8
6390,01-03-2023,Katana Acero,85.91,5
6391,2023-06-17,Kunai Hierro,950.72,1
6392,Hace 2 dias,Tanto Madera,175.84,8
6393,2023-07-08,Kunai Hierro,1248.07,8
6393,2023-07-08,Kunai Hierro,1248.07,8
6394,Ayer,Nodachi Elite,1492.07,5
6395,2023-04-27,Katana Acero,1458.9,2
6396,08-02-2023,Shuriken,ERR,10
6397,Ayer,Boken Entrenamiento,668.09,6
6398,15/06/2023,Nodachi Elite,ERR,6
6399,06/04/2023,Tanto Madera,1336.63,5
6400,31/08/2023,Shuriken,74.06,8
6401,2023-10-21,Shuriken,358.11,3
6402,Hace 2 dias,Tanto Madera,432.13,8
6403,2023-04-01,Katana Acero,170.75,10
6404,02-02-2023,Boken Entrenamiento,1142.11,6
6405,Hace 2 dias,Kunai Hierro,1333.55,9
6406,Hace 2 dias,Tanto Madera,299.11,8
6407,2023-12-19,  Shuriken  ,102.68,7
6408,2023-10-29,Tanto Madera,763.98,6
6409,11-21-2023,Tanto Madera,1052.02,8
6410,Hace 2 dias,Tanto Madera,1204.97,5
6411,2023-12-03,Katana Acero,1152.96,4
6412,10-25-2023,Nodachi Elite,480.65,3
6413,2023-11-04,Kunai Hierro,997.76,6
6414,Hace 2 dias,Kunai Hierro,791.0,10
6415,03-24-2023,Nodachi Elite,1394.06,3
6416,Hace 2 dias,Nodachi Elite,1420.65,6
6417,11/11/2023,Kunai Hierro,412.35,7
6418,Hace 2 dias,Kunai Hierro,,6
6419,16/12/2023,Shuriken,931.24,9
6420,Hace 2 dias,Tanto Madera,370.87,3
6421,10/03/2023,Kunai Hierro,202.87,8
6422,05-25-2023,Shuriken,1117.48,7
6423,Ayer,Shuriken,ERR,10
6424,24/12/2023,Kunai Hierro,1400.35,3
6425,16/03/2023,Katana Acero,376.1,2
6426,Hace 2 dias,Tanto Madera,825.48,7
6427,Hace 2 dias,Katana Acero,ERR,9
6428,01-04-2023,Tanto Madera,1250.54,7
6429,2023-06-30,Tanto Madera,1331.18,10
6430,2023-08-17,Shuriken,1327.98,8
6431,Hace 2 dias,Nodachi Elite,417.87,6
6432,Ayer,Kunai Hierro,1176.73,7
6433,10/05/2023,Tanto Madera,533.91,10
6434,2023-02-17,Katana Acero,150.77,6
6435,06/01/2023,Katana Acero,1436.89,8
6436,07-15-2023,Kunai Hierro,1034.26,9
6437,03-14-2023,boken entrenamiento,161.31,8
6438,Ayer,Nodachi Elite,1426.09,8
6439,2023-09-30,Boken Entrenamiento,1022.08,4
6440,2023-07-03,Shuriken,1195.85,4
6441,28/06/2023,Kunai Hierro,840.38,1
6442,31/10/2023,Boken Entrenamiento,141.16,7
6443,12-29-2023,Kunai Hierro,1463.56,5
6444,15/05/2023,Katana Acero,426.72,4
6445,11-14-2023,Tanto Madera,196.73,8
6446,11-03-2023,Kunai Hierro,827.17,1
6447,Ayer,Kunai Hierro,,1
6448,Hace 2 dias,Nodachi Elite,1107.63,5
6449,15/04/2023,Nodachi Elite,441.29,8
6450,01/07/2023,Nodachi Elite,1160.31,9
6451,Hace 2 dias,Nodachi Elite,508.17,6
6452,Ayer,Tanto Madera,1397.12,1
6453,09/09/2023,Tanto Madera,1431.34,2
6454,11-06-2023,Kunai Hierro,204.5,7
6455,03/11/2023,Tanto Madera,676.88,1
6456,2023-11-09,Tanto Madera,298.25,-1
6457,10-02-2023,Shuriken,21.59,6
6458,11/09/2023,Shuriken,52.12,1
6459,Ayer,Boken Entrenamiento,782.75,8
6460,12/09/2023,Tanto Madera,646.41,7
6461,22/12/2023,Boken Entrenamiento,759.57,3
6462,2023-10-29,Shuriken,847.61,9
6463,04-18-2023,Shuriken,365.95,7
6464,2023-01-06,Boken Entrenamiento,831.29,5
6465,2023-03-28,Katana Acero,843.49,9
6466,2023-02-27,Kunai Hierro,273.92,3
6467,Hace 2 dias,Katana Acero,ERR,6
6468,Hace 2 dias,boken entrenamiento,1001.2,1
6469,Hace 2 dias,Kunai Hierro,,9
6470,Ayer,Kunai Hierro,401.41,6
6471,05-08-2023,Nodachi Elite,324.66,8
6472,Hace 2 dias,Boken Entrenamiento,1208.85,10
6473,27/08/2023,Nodachi Elite,,2
6474,Ayer,Kunai Hierro,667.74,2
6475,Ayer,katana acero,630.75,8
6476,06-29-2023,Boken Entrenamiento,1027.94,7
6477,2023-06-28,  Nodachi Elite  ,1088.22,10
6478,12-18-2023,Katana Acero,ERR,7
6479,Hace 2 dias,Nodachi Elite,,10
6480,2023-10-10,Katana Acero,1074.74,10
6481,12-16-2023,Boken Entrenamiento,457.4,3
6482,13/01/2023,Nodachi Elite,586.28,7
6483,Hace 2 dias,Katana Acero,773.81,8
6484,Hace 2 dias,  Shuriken  ,ERR,3
6485,2023-07-29,Katana Acero,561.28,5
6486,05-10-2023,Tanto Madera,567.07,9
6487,12-03-2023,Boken Entrenamiento,718.71,8
6488,14/07/2023,Katana Acero,346.35,5
6489,2023-09-03,Tanto Madera,704.58,8
6490,2023-08-03,Katana Acero,18.29,7
6491,03/10/2023,Boken Entrenamiento,1083.57,10
6492,12-31-2023,Shuriken,1032.57,7
6493,Hace 2 dias,Shuriken,58.4,2
6494,2023-11-18,Shuriken,145.18,3
6495,2023-06-29,Tanto Madera,1084.63,2
6496,Hace 2 dias,Shuriken,690.16,7
6497,25/10/2023,Shuriken,ERR,6
6498,01/11/2023,Tanto Madera,1383.39,7
6499,Ayer,Kunai Hierro,1439.63,7
6500,Ayer,Shuriken,315.12,10
6501,Ayer,Kunai Hierro,970.4,7
6502,2023-07-20,Nodachi Elite,ERR,9
6503,26/06/2023,Nodachi Elite,982.4,10
6504,2023-08-16,  Shuriken  ,745.56,10
6505,2023-01-28,Shuriken,1360.38,5
6506,10/03/2023,Nodachi Elite,1051.81,1
6507,2023-10-20,Katana Acero,323.77,8
6508,29/08/2023,Katana Acero,ERR,2
6509,2023-11-12,Nodachi Elite,468.28,5
6510,Ayer,Katana Acero,980.27,7
6511,04-21-2023,Katana Acero,496.14,3
6511,04-21-2023,Katana Acero,496.14,3
6512,2023-07-19,Tanto Madera,75.63,6
6513,2023-11-22,Kunai Hierro,416.05,5
6514,13/12/2023,Katana Acero,1165.09,4
6515,2023-02-22,tanto madera,1244.18,4
6516,2023-03-31,Nodachi Elite,,5
6517,2023-01-11,Shuriken,811.76,4
6518,Hace 2 dias,Katana Acero,1439.18,8
6519,2023-08-16,Tanto Madera,1129.99,2
6520,18/07/2023,Kunai Hierro,1446.29,5
6521,Ayer,Katana Acero,705.93,9
6522,Ayer,Boken Entrenamiento,597.01,10
6523,08/10/2023,Shuriken,837.69,8
6524,Ayer,  Kunai Hierro  ,1055.17,8
6525,2023-01-14,Boken Entrenamiento,1436.47,10
6526,11-20-2023,Kunai Hierro,296.37,5
6527,2023-02-19,Shuriken,855.76,6
6528,Ayer,Katana Acero,762.44,7
6529,2023-12-02,Shuriken,344.05,1
6530,2023-01-20,Katana Acero,629.36,8
6531,03/03/2023,katana acero,13.71,3
6532,09/08/2023,Nodachi Elite,846.06,5
6533,Ayer,Tanto Madera,248.67,9
6534,12-23-2023,kunai hierro,1352.0,5
6535,24/05/2023,Shuriken,662.7,9
6536,04-22-2023,Katana Acero,1098.63,7
6537,Hace 2 dias,Nodachi Elite,989.71,-1
6538,16/10/2023,Boken Entrenamiento,ERR,2
6539,07/10/2023,Katana Acero,911.5,9
6540,2023-02-15,Boken Entrenamiento,847.03,9
6541,Hace 2 dias,Nodachi Elite,786.8,5
6542,16/07/2023,  Katana Acero  ,1044.3,2
6543,Ayer,Kunai Hierro,530.57,10
6544,2023-12-14,Katana Acero,1471.7,7
6545,Hace 2 dias,Nodachi Elite,584.9,5
6546,05-31-2023,Nodachi Elite,1352.97,1
6547,Hace 2 dias,Shuriken,129.52,5
6548,2023-08-28,Kunai Hierro,1045.55,1
6549,26/11/2023,tanto madera,504.47,9
6550,05-13-2023,Katana Acero,1075.43,7
6551,Ayer,Nodachi Elite,1293.06,5
6551,Ayer,Nodachi Elite,1293.06,5
6552,04/04/2023,Katana Acero,833.38,1
6553,05-07-2023,Katana Acero,326.83,5
6554,Ayer,Katana Acero,524.61,10
6555,2023-10-25,Tanto Madera,1178.26,8
6556,10/05/2023,Nodachi Elite,,8
6557,Ayer,Katana Acero,1349.2,8
6558,Hace 2 dias,Shuriken,1273.58,5
6559,Hace 2 dias,Nodachi Elite,1197.55,10
6560,04/01/2023,Shuriken,945.62,2
6561,09-11-2023,Katana Acero,1043.89,4
6562,05-22-2023,Tanto Madera,588.87,5
6563,Ayer,Nodachi Elite,1281.45,8
6564,Hace 2 dias,Kunai Hierro,170.83,5
6565,2023-07-14,Shuriken,43.65,6
6566,24/11/2023,Boken Entrenamiento,ERR,10
6567,04-01-2023,Kunai Hierro,1279.94,1
6568,07/09/2023,shuriken,1371.03,1
6569,Ayer,Boken Entrenamiento,781.47,1
6570,04-02-2023,Tanto Madera,669.7,3
6571,25/06/2023,Boken Entrenamiento,,10
6572,Hace 2 dias,Kunai Hierro,740.29,2
6573,Ayer,Nodachi Elite,1127.93,7
6573,Ayer,Nodachi Elite,1127.93,7
6574,2023-01-24,Katana Acero,1072.89,9
6574,2023-01-24,Katana Acero,1072.89,9
6575,11-07-2023,Katana Acero,1393.62,1
6576,05-01-2023,Kunai Hierro,484.66,1
6577,2023-04-12,Katana Acero,1318.84,3
6578,22/12/2023,Shuriken,1441.71,9
6579,2023-09-24,Shuriken,822.78,1
6580,03/09/2023,Kunai Hierro,1131.33,2
6581,2023-01-05,Katana Acero,1150.09,6
6582,01-22-2023,Boken Entrenamiento,217.54,1
6583,13/02/2023,Kunai Hierro,1254.72,7
6584,08/09/2023,Shuriken,48.97,7
6585,Hace 2 dias,Tanto Madera,125.59,9
6586,Ayer,Tanto Madera,560.96,3
6587,Hace 2 dias,tanto madera,851.11,9
6588,02-09-2023,Boken Entrenamiento,1493.88,4
6589,04-04-2023,Tanto Madera,1149.25,6
6589,04-04-2023,Tanto Madera,1149.25,6
6590,05-21-2023,Tanto Madera,1416.54,10
6591,Hace 2 dias,Nodachi Elite,934.81,7
6592,01/11/2023,Tanto Madera,,6
6593,05-03-2023,Kunai Hierro,,6
6594,15/12/2023,Tanto Madera,844.89,5
6595,11-26-2023,Tanto Madera,1379.51,1
6596,17/02/2023,Shuriken,76.08,4
6597,04-23-2023,Nodachi Elite,570.95,4
6598,Hace 2 dias,Kunai Hierro,726.7,8
6599,02-17-2023,Boken Entrenamiento,353.49,7
6600,02/08/2023,Tanto Madera,1209.66,2
6601,2023-10-17,  Kunai Hierro  ,653.71,8
6601,2023-10-17,  Kunai Hierro  ,653.71,8
6602,2023-07-07,Katana Acero,284.58,7
6603,10/09/2023,Shuriken,1026.49,1
6604,15/12/2023,Nodachi Elite,249.44,6
6605,04/03/2023,Shuriken,779.07,1
6606,Ayer,Kunai Hierro,339.61,2
6607,2023-11-17,Nodachi Elite,1210.45,10
6608,11/03/2023,Boken Entrenamiento,311.41,8
6609,09-16-2023,Nodachi Elite,390.23,7
6610,19/09/2023,Kunai Hierro,1499.67,8
6611,Hace 2 dias,Katana Acero,1427.07,7
6612,04/08/2023,Shuriken,746.42,4
6613,05-10-2023,Tanto Madera,1455.47,1
6614,03/03/2023,Shuriken,1147.59,6
6615,2023-11-03,Boken Entrenamiento,1349.98,2
6616,Ayer,Kunai Hierro,1349.84,9
6617,19/06/2023,Katana Acero,ERR,10
6618,Hace 2 dias,Boken Entrenamiento,660.78,3
6619,12/06/2023,  Nodachi Elite  ,ERR,9
6620,Hace 2 dias,Boken Entrenamiento,1001.4,6
6621,02/07/2023,Kunai Hierro,448.38,9
6622,Hace 2 dias,Shuriken,762.75,5
6623,11-07-2023,Tanto Madera,451.85,7
6624,2023-09-30,Katana Acero,692.97,1
6625,2023-12-08,Tanto Madera,,7
6626,01/08/2023,Kunai Hierro,89.06,7
6627,Hace 2 dias,Tanto Madera,,7
6627,Hace 2 dias,Tanto Madera,,7
6628,14/06/2023,Shuriken,383.94,1
6629,08/10/2023,Shuriken,454.22,2
6630,12-20-2023,Nodachi Elite,907.63,4
6631,Ayer,Boken Entrenamiento,1399.77,8
6632,01-07-2023,Boken Entrenamiento,421.66,-1
6633,03-04-2023,Kunai Hierro,1420.89,6
6634,03/04/2023,Katana Acero,,8
6635,22/07/2023,Nodachi Elite,1408.01,9
6636,Hace 2 dias,Shuriken,965.23,5
6637,2023-04-15,Shuriken,716.97,2
6638,Hace 2 dias,Nodachi Elite,637.43,1
6639,Ayer,Shuriken,1061.6,6
6640,01/10/2023,Tanto Madera,577.59,9
6641,2023-03-19,Nodachi Elite,384.01,4
6642,Ayer,Nodachi Elite,659.31,2
6643,2023-11-02,Kunai Hierro,1462.96,2
6644,Ayer,shuriken,515.18,8
6645,2023-12-18,Nodachi Elite,660.89,1
6646,12-25-2023,Shuriken,1345.42,7
6647,06-14-2023,Kunai Hierro,704.22,5
6648,Ayer,Shuriken,915.9,4
6649,Hace 2 dias,Nodachi Elite,572.63,10
6650,05/05/2023,Katana Acero,484.01,5
6651,Hace 2 dias,Katana Acero,1305.58,1
6652,06-20-2023,Nodachi Elite,301.88,10
6653,Ayer,Nodachi Elite,1012.39,10
6654,06/02/2023,Tanto Madera,116.11,10
6655,30/07/2023,Shuriken,335.15,1
6656,15/05/2023,Kunai Hierro,215.17,7
6657,2023-06-30,Shuriken,1216.52,-1
6658,2023-10-10,Boken Entrenamiento,806.65,1
6659,Hace 2 dias,Nodachi Elite,,6
6660,02-11-2023,Boken Entrenamiento,849.09,8
6661,05-06-2023,Katana Acero,787.65,6
6662,2023-08-26,Kunai Hierro,1030.81,-1
6663,02-07-2023,Shuriken,524.53,6
6664,23/08/2023,Boken Entrenamiento,848.48,8
6665,2023-02-12,Katana Acero,,4
6666,Hace 2 dias,  tanto madera  ,1101.18,7
6667,Ayer,Nodachi Elite,1016.56,8
6668,10/08/2023,Kunai Hierro,133.25,5
6669,03/05/2023,Kunai Hierro,38.15,6
6670,01-02-2023,Shuriken,,5
6671,2023-12-16,Kunai Hierro,1436.37,3
6672,11/09/2023,Kunai Hierro,811.2,2
6673,Ayer,Nodachi Elite,138.25,10
6674,2023-10-18,  Tanto Madera  ,17.31,7
6675,10-09-2023,Nodachi Elite,1099.57,6
6676,03-11-2023,  Shuriken  ,115.78,9
6677,2023-03-02,Tanto Madera,316.09,3
6677,2023-03-02,Tanto Madera,316.09,3
6678,Hace 2 dias,Nodachi Elite,171.95,5
6679,Ayer,Katana Acero,502.23,10
6680,Ayer,Boken Entrenamiento,982.01,7
6681,2023-03-13,Boken Entrenamiento,1147.13,5
6682,09-02-2023,Nodachi Elite,83.14,6
6682,09-02-2023,Nodachi Elite,83.14,6
6683,06/04/2023,Shuriken,288.89,3
6684,2023-10-20,Kunai Hierro,1088.51,6
6685,2023-05-30,Katana Acero,734.56,9
6686,2023-12-10,Tanto Madera,840.94,1
6687,12-30-2023,Boken Entrenamiento,533.92,8
6687,12-30-2023,Boken Entrenamiento,533.92,8
6688,05-04-2023,Shuriken,116.99,3
6689,2023-12-25,Boken Entrenamiento,640.97,4
6690,2023-11-30,Shuriken,1341.11,4
6691,05/07/2023,Kunai Hierro,485.48,10
6692,2023-07-28,Boken Entrenamiento,ERR,7
6693,2023-10-27,Tanto Madera,649.95,5
6694,2023-08-19,Tanto Madera,1266.0,5
6695,2023-08-23,Tanto Madera,823.88,10
6696,25/03/2023,Nodachi Elite,782.48,-1
6697,2023-10-08,Shuriken,45.99,1
6698,Ayer,Shuriken,570.11,9
6699,Hace 2 dias,Kunai Hierro,915.22,5
6700,02-07-2023,Boken Entrenamiento,1476.36,4
6701,2023-10-09,Kunai Hierro,1213.81,6
6702,2023-07-08,Nodachi Elite,489.2,1
6703,02-27-2023,Shuriken,1149.67,1
6704,25/06/2023,Nodachi Elite,945.06,2
6705,2023-01-13,Katana Acero,914.5,6
6706,12-01-2023,Shuriken,318.76,3
6707,09-01-2023,Nodachi Elite,,2
